Id,Name,Overall,Potential,Role,Position,Age,Nationality,CountryCode,Club,Value,Wage,Pace,Shot,Pass,Dribble,Defend,Physical
16423,J. Neumann,56,66,Midfielder,RM,19,Germany,Germany,Hallescher FC,140K,1K,75,45,45,63,26,57
16424,G. O'Brien,56,56,Defender,RB,32,Republic of Ireland,Republic of Ireland,St. Patrick's Athletic,50K,1K,59,36,56,45,57,57
16425,R. Mierez,56,70,Attacker,ST,20,Argentina,Argentina,Club Atlético Tigre,200K,2K,64,57,41,49,22,64
16426,P. Schmidt,56,74,Attacker,ST,18,Austria,Austria,FC Admira Wacker Mödling,190K,1K,77,55,37,53,19,49
16427,E. Wearen,56,62,Midfielder,CM,24,Republic of Ireland,Republic of Ireland,Bohemian FC,120K,1K,53,56,58,57,47,52
16428,D. Olsson,56,68,Goalkeeper,GK,20,Sweden,Sweden,IF Elfsborg,130K,1K,55,58,55,53,47,54
16429,M. Østvold,56,66,Midfielder,CM,19,Norway,Norway,Stabæk Fotball,140K,1K,64,49,54,65,39,47
16430,D. Devine,56,65,Midfielder,CM,19,England,England,Bradford City,130K,1K,69,39,53,58,55,63
16431,Y. Ben El-Mhanni,56,65,Midfielder,LM,21,England,England,Newcastle United,140K,6K,78,44,47,68,28,48
16432,Y. Maleh,56,74,Midfielder,CM,18,Italy,Italy,Cesena,180K,1K,64,52,53,58,42,58
16433,H. Isted,56,70,Goalkeeper,GK,20,England,England,Luton Town,160K,2K,60,54,54,57,34,50
16434,R. Watson,56,62,Midfielder,CM,23,England,England,Barnet,120K,2K,53,53,56,59,38,59
16435,J. Hatlehol,56,63,Midfielder,CM,20,Norway,Norway,Aalesunds FK,130K,1K,55,48,55,57,54,60
16436,E. Robson,56,65,Midfielder,CM,20,England,England,Sunderland,140K,1K,62,54,60,61,44,49
16437,M. McInally,56,68,Defender,RB,19,Scotland,Scotland,Partick Thistle F.C.,140K,1K,65,48,47,55,52,59
16438,L. Reis,56,76,Midfielder,CM,17,Netherlands,Netherlands,FC Groningen,180K,1K,69,44,54,59,48,58
16439,J. McDonagh,56,66,Attacker,RW,21,Northern Ireland,Northern Ireland,Sligo Rovers,150K,1K,76,54,48,60,27,50
16440,T. van de Looi,56,73,Midfielder,CM,17,Netherlands,Netherlands,FC Groningen,180K,1K,64,45,54,56,45,56
16441,A. Rawls,56,62,Goalkeeper,GK,25,United States,United States,New York City Football Club,90K,1K,58,56,67,58,37,53
16442,Lee Myeong Geon,56,64,Midfielder,CDM,22,Korea Republic,Korea Republic,Pohang Steelers,110K,1K,50,52,62,60,47,66
16443,J. Dolný,56,59,Midfielder,LM,25,Slovakia,Slovakia,Derry City,110K,1K,61,56,52,56,18,57
16444,M. Volpe,56,70,Attacker,ST,19,Italy,Italy,Frosinone,200K,1K,59,55,37,46,26,64
16445,D. Stynes,56,67,Midfielder,CAM,18,Australia,Australia,Perth Glory,140K,1K,68,43,55,59,38,51
16446,M. Daube,56,67,Defender,RB,19,Germany,Germany,Werder Bremen II,130K,1K,69,42,43,55,51,69
16447,S. Gutiérrez,56,65,Attacker,ST,19,Colombia,Colombia,Patriotas Boyacá FC,140K,1K,72,53,47,58,19,46
16448,T. Müsel,56,72,Attacker,ST,17,Germany,Germany,1. FC Kaiserslautern,180K,1K,65,54,53,60,26,50
16449,R. McEvoy,56,57,Midfielder,CM,26,Republic of Ireland,Republic of Ireland,Drogheda United,100K,1K,60,56,55,56,52,68
16450,K. Colvey,56,64,Defender,LB,23,New Zealand,New Zealand,San Jose Earthquakes,110K,1K,69,40,47,49,52,64
16451,L. Lingman,56,67,Midfielder,CAM,19,Finland,Finland,HJK Helsinki,150K,1K,70,46,50,63,29,56
16452,P. O'Conor,56,56,Midfielder,CM,29,Republic of Ireland,Republic of Ireland,St. Patrick's Athletic,90K,1K,54,55,56,55,55,70
16453,M. Urynowicz,56,63,Attacker,ST,21,Poland,Poland,Górnik Zabrze,130K,1K,61,55,44,53,20,57
16454,T. Nozawa,56,56,Attacker,ST,35,Japan,Japan,Vegalta Sendai,40K,1K,33,57,67,58,42,45
16455,L. Lauberbach,56,66,Midfielder,RM,19,Germany,Germany,Rot-Weiß Erfurt,140K,1K,72,58,47,56,34,57
16456,M. Melluso,56,71,Defender,LB,19,Argentina,Argentina,Gimnasia y Esgrima La Plata,170K,1K,61,35,37,54,60,54
16457,T. Hornby-Forbes,56,68,Defender,RB,21,England,England,Accrington Stanley,140K,4K,71,28,32,53,55,57
16458,G. Rizzo,56,67,Attacker,ST,20,Germany,Germany,FC Ingolstadt 04,160K,3K,54,56,40,50,20,57
16459,P. Dziczek,56,63,Midfielder,CDM,19,Poland,Poland,Piast Gliwice,100K,1K,62,38,49,54,56,58
16460,C. Goslin,56,79,Midfielder,CM,17,United States,United States,Atlanta United FC,200K,1K,67,49,56,62,41,50
16461,J. Salih,56,64,Midfielder,CM,19,Sweden,Sweden,GIF Sundsvall,130K,1K,55,43,51,57,45,59
16462,K. Cantwell,56,62,Defender,CB,22,Republic of Ireland,Republic of Ireland,Finn Harps,110K,1K,57,22,41,49,52,64
16463,T. Baack,56,72,Defender,CB,18,Germany,Germany,VfL Bochum,170K,1K,57,24,32,40,57,57
16464,M. Ranmark,56,64,Goalkeeper,GK,21,Norway,Norway,Molde FK,100K,1K,55,60,57,58,30,54
16465,J. Nicholson,56,65,Midfielder,CAM,22,England,England,Peterborough United,140K,2K,80,53,49,60,30,54
16466,V. Hammershøj-Mistrati,56,61,Midfielder,CM,25,Denmark,Denmark,Hobro IK,120K,2K,56,44,55,56,41,58
16467,D. Thomas,56,66,Midfielder,CM,21,Scotland,Scotland,Kilmarnock,140K,1K,66,48,56,59,48,52
16468,E. Pavlidis,56,75,Midfielder,LM,18,Greece,Greece,VfL Bochum,190K,2K,65,47,49,63,32,53
16469,L. Zigi,56,73,Goalkeeper,GK,20,Ghana,Ghana,FC Sochaux-Montbéliard,160K,1K,58,47,47,61,38,56
16470,P. Bochniewicz,56,69,Defender,CB,21,Poland,Poland,Udinese,160K,3K,35,24,40,42,55,60
16471,D. Lyon,56,66,Defender,RB,22,Scotland,Scotland,Hamilton Academical FC,130K,1K,68,41,53,54,52,62
16472,C. Rúa,56,57,Midfielder,CM,25,Colombia,Colombia,Tigres FC,110K,1K,67,45,55,57,42,52
16473,S. Kawamata,56,56,Goalkeeper,GK,27,Japan,Japan,Kashima Antlers,60K,1K,58,52,55,63,35,54
16474,P. Mailey,56,57,Defender,CB,29,Republic of Ireland,Republic of Ireland,Finn Harps,80K,1K,32,25,28,25,57,62
16475,H. Smolders,56,68,Defender,CB,19,Belgium,Belgium,KV Mechelen,140K,1K,55,27,35,30,56,60
16476,N. Feely,56,61,Goalkeeper,GK,25,Australia,Australia,Perth Glory,90K,1K,59,52,52,56,31,56
16477,J. Henriksen,56,58,Defender,RWB,26,Denmark,Denmark,FC Helsingør,90K,2K,68,51,50,60,52,59
16478,N. Chesmain,56,69,Defender,LB,19,England,England,Millwall,150K,2K,73,41,44,54,52,61
16479,A. Poulsen,56,69,Defender,LB,17,Denmark,Denmark,FC Midtjylland,130K,2K,60,38,49,56,52,55
16480,T. Gjertsen,56,59,Attacker,LW,25,Norway,Norway,Kristiansund BK,110K,1K,72,56,46,64,28,46
16481,A. De Oliveira Maia,56,68,Attacker,ST,19,France,France,Valenciennes FC,160K,1K,66,54,37,55,19,51
16482,N. Batalla,56,68,Attacker,ST,19,Colombia,Colombia,Corporación Club Deportivo Tuluá,160K,1K,75,55,50,60,43,58
16483,D. Geiger,56,56,Defender,CB,33,Germany,Germany,SV Meppen,40K,1K,55,23,28,31,55,60
16484,Y. Zummack,56,62,Goalkeeper,GK,21,Germany,Germany,Sportfreunde Lotte,90K,1K,59,51,53,61,22,51
16485,R. Feely,56,67,Defender,CB,20,Republic of Ireland,Republic of Ireland,St. Patrick's Athletic,140K,1K,56,38,51,55,55,60
16486,R. Scully,56,64,Goalkeeper,GK,24,Scotland,Scotland,Partick Thistle F.C.,100K,1K,59,53,50,57,44,54
16487,M. Wegmann,56,67,Defender,CB,18,Germany,Germany,Rot-Weiß Erfurt,130K,1K,60,23,39,46,56,51
16488,C. Rojas,56,65,Attacker,ST,19,Colombia,Colombia,Envigado FC,140K,1K,73,56,37,56,21,49
16489,H. Taylor,56,65,Defender,RB,20,England,England,Barnet,120K,1K,68,36,49,53,53,59
16490,M. Díaz,56,59,Goalkeeper,GK,27,Argentina,Argentina,Club Atlético Tigre,80K,2K,51,53,53,55,25,61
16491,C. Kenny,56,57,Midfielder,CM,27,Republic of Ireland,Republic of Ireland,Sligo Rovers,100K,1K,59,51,54,57,51,60
16492,T. Al Khudair,56,56,Midfielder,CM,29,Saudi Arabia,Saudi Arabia,Al Ittihad,90K,5K,43,50,59,55,46,53
16493,Alan,56,67,Attacker,ST,20,Brazil,Brazil,LASK Linz,160K,2K,62,56,45,56,20,52
16494,S. Toufiqui,56,67,Midfielder,LM,20,France,France,Stade Rennais FC,160K,3K,65,47,52,64,33,44
16495,H. Cornick,56,68,Midfielder,RM,22,England,England,Luton Town,160K,3K,77,52,47,59,28,59
16496,M. Capitani,56,63,Midfielder,CM,21,Italy,Italy,Ternana,130K,1K,67,44,56,64,37,47
16497,J. Hall,56,64,Goalkeeper,GK,22,Australia,Australia,Western Sydney Wanderers,100K,1K,55,54,50,62,38,57
16498,C. Ogbene,56,68,Midfielder,LM,20,Republic of Ireland,Republic of Ireland,Limerick FC,160K,1K,90,52,45,55,38,64
16499,L. Lobjoit,56,65,Attacker,ST,22,England,England,Northampton Town,140K,1K,70,52,51,58,41,58
16500,J. Bachmann,56,61,Defender,CB,21,Germany,Germany,Chemnitzer FC,100K,1K,44,26,32,31,56,67
16501,R. Jurado,56,66,Midfielder,CM,20,Mexico,Mexico,U.N.A.M.,140K,2K,58,42,55,59,60,53
16502,K. Chinen,56,63,Attacker,CF,22,Japan,Japan,Kawasaki Frontale,130K,1K,74,56,42,59,16,55
16503,N. Pejović,56,76,Defender,CB,18,Serbia,Serbia,Empoli,170K,1K,60,25,28,32,59,57
16504,Y. Achter,56,66,Midfielder,CAM,20,Belgium,Belgium,Royal Antwerp FC,150K,2K,66,47,51,65,29,45
16505,Y. Bourhane,56,70,Midfielder,CM,18,France,France,Chamois Niortais FC,180K,1K,64,39,53,59,49,63
16506,B. Igiehon,56,62,Attacker,ST,23,Switzerland,Switzerland,Sligo Rovers,130K,1K,67,53,44,50,26,72
16507,F. Di Mariano,56,63,Attacker,LW,21,Italy,Italy,Novara,130K,1K,60,50,53,61,30,44
16508,B. Chapman,56,65,Midfielder,CM,18,England,England,Gillingham,130K,1K,76,39,49,58,50,70
16509,J. Williams,56,78,Defender,RB,17,England,England,Bury,180K,3K,75,31,42,42,54,60
16510,G. Bizzotto,56,66,Attacker,CF,20,Italy,Italy,Cittadella,150K,1K,71,57,45,57,20,44
16511,G. Gerkondani,56,71,Attacker,ST,19,Norway,Norway,Tromsø IL,200K,1K,76,56,36,62,25,50
16512,Spinola,56,63,Midfielder,CM,21,Cape Verde,Cape Verde,Sarpsborg 08 FF,130K,1K,78,43,51,57,42,69
16513,D. Alessi,56,66,Defender,RB,19,Australia,Australia,Newcastle Jets,120K,1K,62,29,44,52,53,58
16514,S. Brodersen,56,67,Goalkeeper,GK,20,Germany,Germany,FC St. Pauli,120K,1K,57,54,52,56,43,56
16515,H. Valencia,56,71,Midfielder,LM,20,Colombia,Colombia,Atlético Huila,200K,1K,70,48,49,60,21,48
16516,H. Al Watyan,56,68,Goalkeeper,GK,20,Saudi Arabia,Saudi Arabia,Al Fateh,130K,2K,55,58,47,58,48,52
16517,I. Samba,56,69,Defender,RB,19,France,France,AJ Auxerre,150K,1K,67,27,43,54,49,60
16518,F. Dietz,56,74,Attacker,ST,18,Germany,Germany,FC Carl Zeiss Jena,190K,1K,53,56,40,49,18,60
16519,P. Mullin,56,61,Attacker,ST,22,England,England,Swindon Town,120K,2K,62,55,39,51,22,51
16520,M. Beye,56,62,Defender,CB,21,Senegal,Senegal,Novara,110K,1K,61,29,31,33,58,57
16521,J. Jiménez,56,68,Goalkeeper,GK,21,Colombia,Colombia,Envigado FC,130K,1K,57,52,56,55,41,56
16522,H. Campbell,56,69,Goalkeeper,GK,21,England,England,Burton Albion,140K,1K,63,52,47,56,47,55
16523,I. Chicco,56,70,Goalkeeper,GK,21,Argentina,Argentina,Colon de Santa Fe,160K,1K,56,59,52,53,32,56
16524,G. Poynton,56,65,Midfielder,RM,19,Republic of Ireland,Republic of Ireland,Bohemian FC,140K,1K,63,48,55,56,51,54
16525,H. Nakabayashi,56,56,Goalkeeper,GK,31,Japan,Japan,Sanfrecce Hiroshima,50K,1K,59,54,66,59,23,52
16526,Pedro Pacheco,56,72,Defender,CB,20,Portugal,Portugal,FC Basel,180K,4K,51,27,42,38,56,60
16527,J. Hunt,56,57,Defender,LB,26,England,England,Mansfield Town,90K,3K,67,52,51,54,50,52
16528,E. Balcombe,56,72,Goalkeeper,GK,17,England,England,Brentford,150K,2K,53,56,53,54,40,59
16529,D. Pawłowski,56,68,Defender,RB,18,Poland,Poland,Górnik Zabrze,130K,1K,68,50,51,55,52,51
16530,C. Chettle,56,71,Midfielder,CDM,20,England,England,Peterborough United,180K,1K,63,47,46,61,50,68
16531,L. Rivas,56,78,Midfielder,CAM,17,Argentina,Argentina,Rosario Central,200K,1K,84,48,53,60,33,40
16532,M. Janssens,56,69,Goalkeeper,GK,19,Belgium,Belgium,Waasland-Beveren,140K,1K,60,55,51,58,36,49
16533,D. Rugašević,56,58,Defender,LB,26,Croatia,Croatia,Piast Gliwice,90K,1K,64,29,46,47,56,51
16534,J. Hallahan,56,71,Midfielder,CM,18,England,England,Burton Albion,180K,1K,64,44,54,54,44,61
16535,J. Cotterill,56,71,Defender,CB,18,England,England,Burton Albion,170K,1K,57,23,35,36,55,63
16536,G. Pender,56,62,Attacker,ST,23,Republic of Ireland,Republic of Ireland,Bray Wanderers,130K,1K,53,54,46,52,22,55
16537,A. Fox,56,60,Defender,LB,24,England,England,AFC Eskilstuna,100K,1K,69,40,51,54,54,57
16538,J. Taylor,56,71,Midfielder,CM,19,England,England,Barnet,190K,1K,73,48,56,60,42,53
16539,R. Velazco,56,63,Attacker,ST,24,United States,United States,Real Salt Lake,130K,1K,73,56,46,54,23,51
16540,R. Takano,56,59,Defender,LB,22,Japan,Japan,Ventforet Kofu,90K,1K,71,33,47,47,52,56
16541,J. Díaz,56,69,Defender,CB,19,Argentina,Argentina,Estudiantes de La Plata,150K,1K,57,30,32,37,58,50
16542,A. Samuel,56,67,Attacker,ST,21,Wales,Wales,Stevenage,160K,2K,74,52,38,56,21,68
16543,T. Elsebutangen,56,72,Attacker,ST,19,Norway,Norway,Vålerenga Fotball,200K,1K,75,53,42,50,20,63
16544,K. Rozo,56,63,Midfielder,CAM,22,United States,United States,Patriotas Boyacá FC,130K,1K,66,44,51,57,40,58
16545,B. Mugabi,56,68,Defender,CB,22,England,England,Yeovil Town,140K,1K,56,26,31,30,56,59
16546,M. Al Mutlaq,56,70,Defender,RB,19,Saudi Arabia,Saudi Arabia,Al Nassr,170K,3K,71,40,51,58,53,55
16547,S. McMann,56,70,Defender,LB,20,Scotland,Scotland,Hamilton Academical FC,180K,1K,56,32,32,57,57,64
16548,J. Stingl,56,67,Midfielder,CDM,20,Germany,Germany, SSV Jahn Regensburg,140K,1K,63,41,56,56,53,59
16549,S. Grønning,56,66,Attacker,ST,20,Denmark,Denmark,Hobro IK,150K,2K,75,54,39,57,16,55
16550,N. Awuku,56,75,Attacker,ST,17,Germany,Germany,Holstein Kiel,180K,1K,69,53,39,54,24,62
16551,R. Watanabe,56,72,Midfielder,CAM,20,Japan,Japan,FC Ingolstadt 04,200K,3K,72,47,50,65,25,40
16552,E. Embleton,56,72,Midfielder,CM,18,England,England,Sunderland,180K,1K,62,49,54,55,50,46
16553,A. Basuljevic,56,66,Midfielder,CM,21,United States,United States,New York Red Bulls,140K,1K,65,48,53,56,43,63
16554,D. Stückler,56,72,Attacker,ST,20,Denmark,Denmark,FC Helsingør,200K,1K,72,54,41,56,27,55
16555,N. Giménez,56,66,Midfielder,CM,21,Argentina,Argentina,Talleres de Cordoba,140K,2K,69,55,55,56,50,70
16556,D. Deakin,56,63,Midfielder,CM,23,England,England,Orlando City Soccer Club,130K,1K,72,54,56,56,40,56
16557,F. Karatas,56,73,Midfielder,CM,19,Belgium,Belgium,KAS Eupen,190K,1K,58,41,56,58,41,54
16558,D. Petravičius,56,63,Midfielder,RM,21,Lithuania,Lithuania,Motherwell,130K,1K,76,42,50,56,39,64
16559,C. Rose,56,67,Defender,CB,18,England,England,Plymouth Argyle,130K,1K,63,24,33,42,51,73
16560,M. Ludwig,56,68,Midfielder,CAM,18,Germany,Germany,Hallescher FC,150K,1K,66,56,48,55,32,65
16561,R. Clarke,56,65,Defender,CB,21,Jamaica,Jamaica,Portland Timbers,120K,1K,78,25,28,29,53,70
16562,S. Wright,56,69,Midfielder,RM,19,Scotland,Scotland,Aberdeen,170K,1K,77,51,49,63,27,36
16563,J. Sbarra,56,76,Midfielder,CM,18,England,England,Burton Albion,180K,1K,60,55,53,59,48,52
16564,C. Gallagher,56,60,Goalkeeper,GK,25,Republic of Ireland,Republic of Ireland,Finn Harps,80K,1K,59,51,44,61,40,54
16565,W. Sasaki,56,66,Midfielder,CAM,20,Japan,Japan,F.C. Tokyo,150K,1K,75,52,50,59,40,58
16566,Eun Seong Soo,56,63,Midfielder,CDM,24,Korea Republic,Korea Republic,Suwon Samsung Bluewings,110K,1K,53,50,65,51,48,56
16567,L. Rogerson,56,68,Attacker,RW,19,New Zealand,New Zealand,Wellington Phoenix,160K,1K,74,50,48,61,40,54
16568,S. Parlati,56,68,Midfielder,CM,20,Italy,Italy,Ascoli,160K,1K,70,40,57,60,44,52
16569,J. Ramos,56,65,Defender,LB,20,Uruguay,Uruguay,Parma,120K,1K,60,33,38,52,59,59
16570,J. Rikemberg,56,74,Attacker,CF,18,Argentina,Argentina,Belgrano de Córdoba,190K,1K,71,54,50,60,18,44
16571,L. Grabovac,56,74,Attacker,LW,19,Austria,Austria,SKN St. Pölten,190K,2K,71,50,46,64,24,50
16572,M. Currarino,56,61,Attacker,CF,24,Italy,Italy,Virtus Entella,120K,1K,67,59,40,55,21,45
16573,N. Lemaître,56,68,Goalkeeper,GK,20,France,France,Stade de Reims,130K,1K,61,52,56,59,33,54
16574,L. Conlan,56,62,Defender,LB,22,Northern Ireland,Northern Ireland,Morecambe,100K,1K,64,30,40,55,55,63
16575,D. Grange,56,68,Goalkeeper,GK,21,France,France,Olympique Lyonnais,130K,4K,59,54,54,60,26,60
16576,S. Ruiz,56,72,Defender,LB,19,Colombia,Colombia,Envigado FC,170K,1K,72,31,40,48,54,63
16577,T. Attis,56,73,Attacker,ST,17,Argentina,Argentina,Belgrano de Córdoba,180K,1K,62,55,45,52,20,55
16578,D. Conroy,56,67,Defender,CB,21,England,England,Swindon Town,140K,2K,52,24,40,42,57,57
16579,K. Jackson,56,62,Attacker,ST,23,England,England,Accrington Stanley,130K,2K,91,54,37,51,27,55
16580,M. Al Huthaifi,56,68,Attacker,ST,19,Saudi Arabia,Saudi Arabia,Al Ittihad,160K,3K,67,54,41,56,27,57
16581,A. Ranieri,56,69,Attacker,LW,20,France,France,OGC Nice,170K,4K,50,56,50,63,29,37
16582,J. Kanayama,56,56,Goalkeeper,GK,29,Japan,Japan,Hokkaido Consadole Sapporo,60K,1K,47,60,50,58,22,50
16583,S. Patton,56,63,Goalkeeper,GK,21,Northern Ireland,Northern Ireland,Sligo Rovers,90K,1K,57,52,57,58,51,52
16584,W. Brown,56,56,Goalkeeper,GK,40,England,England,Oxford United,10K,1K,57,54,48,62,28,50
16585,M. Munetsi,56,66,Midfielder,CDM,21,Zimbabwe,Zimbabwe,Orlando Pirates,130K,1K,62,37,51,47,58,62
16586,O. Albayrak,56,64,Midfielder,RM,20,Denmark,Denmark,Hobro IK,130K,1K,70,54,48,56,35,61
16587,B. Lerch,56,66,Goalkeeper,GK,21,Germany,Germany, SSV Jahn Regensburg,110K,1K,57,56,53,60,52,51
16588,J. Gabriel,56,71,Defender,RB,18,England,England,Nottingham Forest,170K,2K,77,30,39,57,52,61
16589,G. Cundle,56,67,Attacker,CF,20,England,England,Gillingham,160K,1K,72,49,54,55,37,58
16590,K. Martin,56,67,Goalkeeper,GK,22,Switzerland,Switzerland,FC Lausanne-Sports,120K,1K,60,53,48,62,46,54
16591,K. Fukai,56,64,Midfielder,CDM,22,Japan,Japan,Hokkaido Consadole Sapporo,110K,1K,52,40,54,53,53,52
16592,H. Benkaïd,56,56,Midfielder,CAM,27,France,France,US Orléans Loiret Football,90K,1K,59,52,53,61,34,51
16593,L. Kosakiewicz,56,56,Midfielder,RM,26,Poland,Poland,Korona Kielce,100K,1K,65,38,54,58,42,55
16594,N. Benavidez,56,59,Defender,LB,25,Argentina,Argentina,Gimnasia y Esgrima La Plata,90K,2K,72,28,34,47,57,54
16595,A. Verdugo,56,67,Midfielder,CM,19,Argentina,Argentina,Godoy Cruz,150K,1K,65,40,60,56,52,49
16596,Z. Messoudi,56,63,Midfielder,CAM,23,Canada,Canada,Odds BK,130K,1K,68,43,53,60,39,61
16597,A. Eichhorn,56,66,Defender,RB,18,Germany,Germany,SC Fortuna Köln,110K,1K,72,28,45,53,53,49
16598,M. Wood,56,73,Defender,LB,19,England,England,Manchester City,170K,6K,61,45,48,53,55,68
16599,B. Colula,56,66,Defender,RB,21,Mexico,Mexico,Necaxa,130K,5K,55,35,51,57,56,54
16600,F. Schubert,56,65,Attacker,ST,22,Austria,Austria,SK Sturm Graz,140K,3K,62,54,41,51,24,64
16601,J. Turley,56,56,Defender,CB,27,England,England,Newport County,80K,2K,57,33,42,39,54,67
16602,N. Boyle,56,65,Attacker,ST,23,Republic of Ireland,Republic of Ireland,Derry City,140K,1K,86,51,40,54,19,52
16603,D. Zieliński,56,62,Midfielder,CAM,20,Poland,Poland,Pogoń Szczecin,130K,1K,69,45,53,62,32,47
16604,C. Libertiaux,56,68,Goalkeeper,GK,19,Belgium,Belgium,Royal Excel Mouscron,120K,1K,52,57,59,62,26,56
16605,D. Pipe,56,56,Defender,RWB,33,Wales,Wales,Newport County,30K,2K,60,26,54,51,47,81
16606,K. Ichimi,56,70,Attacker,ST,19,Japan,Japan,Gamba Osaka,200K,1K,74,54,39,52,32,70
16607,C. Egbuchulam,56,61,Attacker,ST,25,Nigeria,Nigeria,BK Häcken,120K,1K,66,59,42,58,18,50
16608,M. Schevenels,56,76,Goalkeeper,GK,17,Belgium,Belgium,Sint-Truidense VV,150K,1K,57,59,51,62,17,48
16609,J. Baraye,56,67,Defender,LB,20,Senegal,Senegal,Virtus Entella,140K,1K,80,42,43,52,51,58
16610,J. Lotomba,56,77,Midfielder,RM,18,Switzerland,Switzerland,BSC Young Boys,200K,2K,76,47,50,59,28,43
16611,P. Dárdai,56,75,Midfielder,LM,18,Germany,Germany,Hertha BSC Berlin,190K,2K,71,49,46,59,31,41
16612,O. Ba,56,65,Defender,CB,21,Senegal,Senegal,GFC Ajaccio,120K,1K,58,25,30,33,55,69
16613,O. Tejeda,56,56,Midfielder,LM,28,Mexico,Mexico,Lobos de la BUAP,90K,1K,60,52,49,57,37,53
16614,H. Gunnlaugsson,56,64,Midfielder,LM,22,Iceland,Iceland,Halmstads BK,130K,1K,72,44,49,64,26,40
16615,Y. Uekusa,56,56,Goalkeeper,GK,34,Japan,Japan,Shimizu S-Pulse,40K,1K,46,48,59,65,61,55
16616,H. Monaghan,56,63,Midfielder,CM,24,Scotland,Scotland,Derry City,130K,1K,57,51,54,56,56,60
16617,T. Koga,56,68,Defender,LB,18,Japan,Japan,Kashiwa Reysol,130K,1K,69,23,42,43,52,65
16618,K. Oshima,56,68,Attacker,ST,21,Japan,Japan,Kashiwa Reysol,160K,2K,73,54,35,57,16,47
16619,J. Holland,56,63,Midfielder,CAM,24,England,England,Houston Dynamo,130K,1K,70,51,53,57,39,58
16620,J. Bataille,56,72,Midfielder,RM,18,Belgium,Belgium,KV Oostende,190K,1K,66,46,51,59,25,38
16621,A. Accardi,56,63,Defender,CB,21,Italy,Italy,Palermo,110K,1K,64,40,44,41,55,58
16622,M. Agaronyan,56,72,Midfielder,LM,18,Armenia,Armenia,FC SKA-Energiya Khabarovsk,190K,2K,75,52,48,61,23,47
16623,P. Petlach,56,70,Defender,CB,18,Austria,Austria,FC Admira Wacker Mödling,170K,1K,64,25,26,31,56,62
16624,L. Malagón,56,68,Goalkeeper,GK,20,Mexico,Mexico,Monarcas Morelia,130K,1K,57,54,58,58,24,59
16625,S. Takahashi,56,61,Defender,CB,25,Japan,Japan,Júbilo Iwata,100K,1K,65,26,29,29,58,60
16626,M. Yamada,56,64,Defender,CB,22,Japan,Japan,F.C. Tokyo,110K,1K,71,32,41,39,54,66
16627,T. Tarcan,56,66,Attacker,RW,19,Turkey,Turkey,Sint-Truidense VV,140K,1K,61,47,51,64,24,46
16628,B. Jacobsen,56,60,Midfielder,CM,23,Denmark,Denmark,AC Horsens,120K,2K,65,41,49,59,53,57
16629,M. Veenhoven,56,65,Midfielder,CDM,19,Netherlands,Netherlands,Sparta Rotterdam,120K,1K,66,47,58,54,52,58
16630,M. Al Olayan,56,62,Midfielder,CDM,22,Saudi Arabia,Saudi Arabia,Al Taawoun,110K,3K,66,45,52,63,50,62
16631,Y. Vandersmissen,56,67,Defender,LB,19,Belgium,Belgium,Sint-Truidense VV,130K,1K,56,27,46,46,55,55
16632,J. Edwards,56,70,Attacker,ST,20,England,England,Accrington Stanley,200K,2K,80,54,37,56,17,54
16633,R. Normatov,56,70,Defender,RB,19,Russia,Russia,Arsenal Tula,170K,2K,62,34,41,57,56,51
16634,V. Aleynikov,56,60,Midfielder,CDM,22,Russia,Russia,Amkar Perm,100K,3K,52,51,57,58,54,54
16635,A. Osipov,56,70,Defender,CB,18,Russia,Russia,Arsenal Tula,170K,2K,61,29,32,36,58,54
16636,T. Sibbick,56,68,Defender,CB,18,England,England,AFC Wimbledon,130K,1K,71,29,44,53,54,63
16637,C. Ainley,56,73,Midfielder,RM,19,England,England,Crewe Alexandra,190K,2K,69,42,53,58,36,44
16638,J. Bonner,56,59,Midfielder,CM,25,Republic of Ireland,Republic of Ireland,Finn Harps,110K,1K,59,44,58,65,37,42
16639,D. Breitfelder,56,66,Attacker,ST,20,Germany,Germany,Chemnitzer FC,150K,1K,56,55,38,51,27,63
16640,A. Birch,56,63,Defender,RB,20,England,England,Burnley,110K,5K,65,33,44,54,53,59
16641,M. Qvist,56,62,Defender,LB,24,Denmark,Denmark,AC Horsens,100K,1K,66,29,42,55,58,66
16642,S. Griffin,56,65,Defender,LB,22,Republic of Ireland,Republic of Ireland,Cork City,120K,1K,70,31,47,54,54,53
16643,D. Zanatta,56,71,Midfielder,CAM,20,Canada,Canada,Heart of Midlothian,200K,1K,71,48,53,63,27,54
16644,O. Iyoha,56,75,Defender,CB,19,Japan,Japan,Sanfrecce Hiroshima,180K,1K,52,28,41,43,57,58
16645,T. Te Duits,56,72,Goalkeeper,GK,18,Netherlands,Netherlands,Excelsior,150K,1K,53,57,52,53,23,58
16646,O. Abildgaard,56,66,Midfielder,CM,21,Denmark,Denmark,Aalborg BK,140K,2K,59,40,55,54,47,62
16647,M. Miño,56,73,Goalkeeper,GK,19,Argentina,Argentina,Rosario Central,160K,1K,61,56,49,58,17,46
16648,G. Blackwood,56,66,Attacker,ST,20,Australia,Australia,Adelaide United,150K,1K,69,53,41,56,26,58
16649,C. Lokolingoy,56,70,Attacker,ST,20,Australia,Australia,Sydney FC,200K,1K,87,52,37,55,20,69
